scenario,provider,question,recall,correct,n_cited,n_retrieved,single_chunk,multi_chunk,citation_precision,citation_efficiency,cited,retrieved,predicted,reference
apr21isc,Cisco 8B,3,1.0,1,1,6,1,0,1.0,0.17,kerberos_clients_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,wilmer.coughlin,wilmer.coughlin
apr21isc,Cisco 8B,4,1.0,1,2,3,0,1,1.0,0.67,kerberos_full_services_result.json+suricata_alerts_result.json,kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json,2021-03-29t22:00:00.000z,2021-03-29 22:00 utc
apr21isc,Cisco 8B,5,1.0,1,0,3,0,0,,0.0,,suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,bazaloader;bazar backdoor,baza
apr21isc,Cisco 8B,6,0.17,1,2,4,0,1,1.0,0.5,kerberos_full_services_result.json+suricata_alerts_result.json,kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,54.184.119.29,104.21.74.174;176.111.174.53;184.72.1.208;217.12.218.46;54.184.119.29;8.209.100.246
apr21isc,Cisco 8B,7,0.5,1,0,4,0,0,,0.0,,file_downloads_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,bazaloader cnc;bazar backdoor;gtmers.xyz,gtmers.xyz;veso2.xyz
apr21isc,Cisco 8B,8,0.0,0,2,4,0,1,1.0,0.5,suricata_alerts_result.json+suspicious_certificates_result.json,kerberos_clients_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,192.168.5.125,forenzik.kz
apr21isc,DeepSeek V3,1,1.0,1,3,5,0,1,1.0,0.6,kerberos_clients_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,192.168.5.125,192.168.5.125
apr21isc,DeepSeek V3,2,1.0,1,3,5,0,1,1.0,0.6,kerberos_clients_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,laptop-x9naq2eu,laptop-x9naq2eu
apr21isc,DeepSeek V3,3,1.0,1,3,6,0,1,1.0,0.5,kerberos_clients_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,wilmer.coughlin,wilmer.coughlin
apr21isc,DeepSeek V3,4,1.0,1,1,3,1,0,1.0,0.33,suricata_alerts_result.json,kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json,2021-03-29 22:00,2021-03-29 22:00 utc
apr21isc,DeepSeek V3,5,1.0,1,1,3,1,0,1.0,0.33,suricata_alerts_result.json,suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,bazaloader;bazar backdoor,baza
apr21isc,DeepSeek V3,6,0.33,1,2,4,0,1,1.0,0.5,suricata_alerts_result.json+suspicious_domains_result.json,kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,54.184.119.29;8.209.100.246,104.21.74.174;176.111.174.53;184.72.1.208;217.12.218.46;54.184.119.29;8.209.100.246
apr21isc,DeepSeek V3,7,1.0,1,3,4,0,1,1.0,0.75,file_downloads_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,forenzik.kz;gtmers.xyz;veso2.xyz,gtmers.xyz;veso2.xyz
apr21isc,DeepSeek V3,8,0.0,0,2,4,0,1,1.0,0.5,suricata_alerts_result.json+suspicious_domains_result.json,kerberos_clients_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,54.184.119.29;gtmers.xyz;yes,forenzik.kz
apr21isc,Ollama 3.1:70b,1,1.0,1,4,5,0,1,1.0,0.8,file_downloads_result.json+kerberos_clients_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,192.168.5.125,192.168.5.125
apr21isc,Ollama 3.1:70b,2,1.0,1,2,5,0,1,1.0,0.4,kerberos_clients_result.json+suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,laptop-x9naq2eu,laptop-x9naq2eu
apr21isc,Ollama 3.1:70b,3,1.0,1,3,6,0,1,1.0,0.5,kerberos_clients_result.json+kerberos_full_services_result.json+suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,wilmer.coughlin,wilmer.coughlin
apr21isc,Ollama 3.1:70b,4,1.0,1,1,3,1,0,1.0,0.33,suricata_alerts_result.json,kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json,2021-03-29 22:00,2021-03-29 22:00 utc
apr21isc,Ollama 3.1:70b,5,1.0,1,1,3,1,0,1.0,0.33,suricata_alerts_result.json,suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,bazaloader;bazar,baza
apr21isc,Ollama 3.1:70b,6,0.33,1,2,4,0,1,1.0,0.5,suricata_alerts_result.json+suspicious_domains_result.json,kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,142.250.138.94;23.47.52.180;54.184.119.29;8.209.100.246,104.21.74.174;176.111.174.53;184.72.1.208;217.12.218.46;54.184.119.29;8.209.100.246
apr21isc,Ollama 3.1:70b,7,1.0,1,3,4,0,1,1.0,0.75,file_downloads_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,gtmers.xyz;veso2.xyz,gtmers.xyz;veso2.xyz
apr21isc,Ollama 3.1:70b,8,0.0,0,2,4,0,1,1.0,0.5,suricata_alerts_result.json+suspicious_certificates_result.json,kerberos_clients_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,(none),forenzik.kz
apr21isc,GPT-4,1,1.0,1,4,5,0,1,1.0,0.8,file_downloads_result.json+kerberos_clients_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,192.168.5.125,192.168.5.125
apr21isc,GPT-4,2,1.0,1,1,5,1,0,1.0,0.2,kerberos_clients_result.json,file_downloads_result.json+kerberos_clients_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,laptop-x9naq2eu$,laptop-x9naq2eu
apr21isc,GPT-4,3,1.0,1,1,6,1,0,1.0,0.17,kerberos_clients_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,wilmer.coughlin,wilmer.coughlin
apr21isc,GPT-4,4,1.0,1,1,3,1,0,1.0,0.33,suricata_alerts_result.json,kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json,2021-03-29 22:00,2021-03-29 22:00 utc
apr21isc,GPT-4,5,1.0,1,1,3,1,0,1.0,0.33,suricata_alerts_result.json,suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,bazaloader;bazar backdoor,baza
apr21isc,GPT-4,6,0.33,1,2,4,0,1,1.0,0.5,suricata_alerts_result.json+suspicious_domains_result.json,kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,142.250.138.94;23.47.52.180;54.184.119.29;8.209.100.246,104.21.74.174;176.111.174.53;184.72.1.208;217.12.218.46;54.184.119.29;8.209.100.246
apr21isc,GPT-4,7,0.5,1,1,4,1,0,1.0,0.25,suspicious_domains_result.json,file_downloads_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,fonts.gstatic.com;gtmers.xyz;img-prod-cms-rt-microsoft-com.akamaized.net,gtmers.xyz;veso2.xyz
apr21isc,GPT-4,8,1.0,1,1,4,1,0,1.0,0.25,suspicious_certificates_result.json,kerberos_clients_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,forenzik.kz,forenzik.kz
apr21isc,GPT-4o,1,1.0,1,4,5,0,1,1.0,0.8,file_downloads_result.json+kerberos_clients_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,192.168.5.125,192.168.5.125
apr21isc,GPT-4o,2,1.0,1,1,5,1,0,1.0,0.2,kerberos_clients_result.json,file_downloads_result.json+kerberos_clients_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,laptop-x9naq2eu$,laptop-x9naq2eu
apr21isc,GPT-4o,3,1.0,1,1,6,1,0,1.0,0.17,kerberos_clients_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,wilmer.coughlin,wilmer.coughlin
apr21isc,GPT-4o,4,1.0,1,1,3,1,0,1.0,0.33,suricata_alerts_result.json,kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json,2021-03-29 22:00,2021-03-29 22:00 utc
apr21isc,GPT-4o,5,1.0,1,1,3,1,0,1.0,0.33,suricata_alerts_result.json,suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,bazaloader;bazar backdoor,baza
apr21isc,GPT-4o,6,0.33,1,2,4,0,1,1.0,0.5,suricata_alerts_result.json+suspicious_domains_result.json,kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,142.250.138.94;23.47.52.180;54.184.119.29;8.209.100.246,104.21.74.174;176.111.174.53;184.72.1.208;217.12.218.46;54.184.119.29;8.209.100.246
apr21isc,GPT-4o,7,0.5,1,1,4,1,0,1.0,0.25,suspicious_domains_result.json,file_downloads_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,fonts.gstatic.com;gtmers.xyz;img-prod-cms-rt-microsoft-com.akamaized.net,gtmers.xyz;veso2.xyz
apr21isc,GPT-4o,8,1.0,1,1,4,1,0,1.0,0.25,suspicious_certificates_result.json,kerberos_clients_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,forenzik.kz,forenzik.kz
apr21isc,GPT-5.2,1,1.0,1,4,5,0,1,1.0,0.8,file_downloads_result.json+kerberos_clients_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,192.168.5.125,192.168.5.125
apr21isc,GPT-5.2,2,1.0,1,1,5,1,0,1.0,0.2,kerberos_clients_result.json,file_downloads_result.json+kerberos_clients_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,laptop-x9naq2eu$,laptop-x9naq2eu
apr21isc,GPT-5.2,3,1.0,1,1,6,1,0,1.0,0.17,kerberos_clients_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,wilmer.coughlin,wilmer.coughlin
apr21isc,GPT-5.2,4,1.0,1,1,3,1,0,1.0,0.33,suricata_alerts_result.json,kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json,2021-03-29 22:00,2021-03-29 22:00 utc
apr21isc,GPT-5.2,5,1.0,1,1,3,1,0,1.0,0.33,suricata_alerts_result.json,suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,bazaloader;bazar backdoor,baza
apr21isc,GPT-5.2,6,0.33,1,2,4,0,1,1.0,0.5,suricata_alerts_result.json+suspicious_domains_result.json,kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,142.250.138.94;23.47.52.180;54.184.119.29;8.209.100.246,104.21.74.174;176.111.174.53;184.72.1.208;217.12.218.46;54.184.119.29;8.209.100.246
apr21isc,GPT-5.2,7,0.5,1,1,4,1,0,1.0,0.25,suspicious_domains_result.json,file_downloads_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,fonts.gstatic.com;gtmers.xyz;img-prod-cms-rt-microsoft-com.akamaized.net,gtmers.xyz;veso2.xyz
apr21isc,GPT-5.2,8,1.0,1,1,4,1,0,1.0,0.25,suspicious_certificates_result.json,kerberos_clients_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,forenzik.kz,forenzik.kz
apr21isc,GPT-5-mini,1,1.0,1,4,5,0,1,1.0,0.8,file_downloads_result.json+kerberos_clients_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,192.168.5.125,192.168.5.125
apr21isc,GPT-5-mini,2,1.0,1,1,5,1,0,1.0,0.2,kerberos_clients_result.json,file_downloads_result.json+kerberos_clients_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,laptop-x9naq2eu$,laptop-x9naq2eu
apr21isc,GPT-5-mini,3,1.0,1,1,6,1,0,1.0,0.17,kerberos_clients_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,wilmer.coughlin,wilmer.coughlin
apr21isc,GPT-5-mini,4,1.0,1,1,3,1,0,1.0,0.33,suricata_alerts_result.json,kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json,2021-03-29 22:00,2021-03-29 22:00 utc
apr21isc,GPT-5-mini,5,1.0,1,1,3,1,0,1.0,0.33,suricata_alerts_result.json,suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,bazaloader;bazar backdoor,baza
apr21isc,GPT-5-mini,6,0.33,1,2,4,0,1,1.0,0.5,suricata_alerts_result.json+suspicious_domains_result.json,kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,142.250.138.94;23.47.52.180;54.184.119.29;8.209.100.246,104.21.74.174;176.111.174.53;184.72.1.208;217.12.218.46;54.184.119.29;8.209.100.246
apr21isc,GPT-5-mini,7,0.5,1,1,4,1,0,1.0,0.25,suspicious_domains_result.json,file_downloads_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,fonts.gstatic.com;gtmers.xyz;img-prod-cms-rt-microsoft-com.akamaized.net,gtmers.xyz;veso2.xyz
apr21isc,GPT-5-mini,8,1.0,1,1,4,1,0,1.0,0.25,suspicious_certificates_result.json,kerberos_clients_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,forenzik.kz,forenzik.kz
burnincandle,Claude Sonnet 4,1,1.0,1,6,6,0,1,1.0,1.0,high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,10.0.19.14,10.0.19.14
burnincandle,Claude Sonnet 4,2,1.0,1,4,6,0,1,1.0,0.67,kerberos_clients_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,desktop-5qs3d5d,desktop-5qs3d5d
burnincandle,Claude Sonnet 4,3,1.0,1,4,6,0,1,1.0,0.67,kerberos_clients_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,patrick.zimmerman,patrick.zimmerman
burnincandle,Claude Sonnet 4,4,1.0,1,4,5,0,1,1.0,0.8,file_downloads_result.json+high_activity_external_dest_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+high_activity_external_dest_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,antnosience.com/157.245.142.66;dilimoretast.com/91.193.16.181;filebin.net/185.47.40.36;oceriesfornot.top;otectagain.top/157.245.142.66;seaskysafe.com/91.193.16.181;situla.bitbit.net/87.238.33.8;suncoastpinball.com/160.153.32.99,antnosience.com;dilimoretast.com;filebin.net;oceriesfornot.top;otectagain.top;seaskysafe.com;situla.bitbit.net;suncoastpinball.com
burnincandle,Claude Sonnet 4,5,1.0,1,5,6,0,1,1.0,0.83,high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,157.245.142.66;160.153.32.99;185.47.40.36;188.166.154.118;87.238.33.8;91.193.16.181,157.245.142.66;160.153.32.99;188.166.154.118;91.193.16.181
burnincandle,Claude Sonnet 4,6,1.0,1,2,5,0,1,1.0,0.4,kerberos_hostnames_result.json+suricata_alerts_result.json,file_downloads_result.json+high_activity_external_dest_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,2022-03-21 20:00 utc,2022-03-21 20:00 utc
burnincandle,Claude Sonnet 4,7,1.0,1,4,5,0,1,1.0,0.8,high_activity_external_dest_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+high_activity_external_dest_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,157.245.142.66;c2 server,157.245.142.66;c2 server
burnincandle,Cisco 8B,1,1.0,1,5,6,0,1,1.0,0.83,high_activity_external_dest_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,10.0.19.14,10.0.19.14
burnincandle,Cisco 8B,2,1.0,1,4,6,0,1,1.0,0.67,kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,desktop-5qs3d5d,desktop-5qs3d5d
burnincandle,Cisco 8B,3,1.0,1,1,6,1,0,1.0,0.17,kerberos_clients_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,patrick.zimmerman,patrick.zimmerman
burnincandle,Cisco 8B,4,0.12,1,3,5,0,1,1.0,0.6,file_downloads_result.json+kerberos_hostnames_result.json+suspicious_domains_result.json,file_downloads_result.json+high_activity_external_dest_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,10.0.19.14;157.245.142.66;oceriesfornot.top,antnosience.com;dilimoretast.com;filebin.net;oceriesfornot.top;otectagain.top;seaskysafe.com;situla.bitbit.net;suncoastpinball.com
burnincandle,Cisco 8B,5,0.75,1,0,6,0,0,,0.0,,high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,157.245.142.66;188.166.154.118;91.193.16.181,157.245.142.66;160.153.32.99;188.166.154.118;91.193.16.181
burnincandle,Cisco 8B,6,1.0,1,2,5,0,1,0.5,0.4,high_severity_alerts+suricata_alerts_result.json,file_downloads_result.json+high_activity_external_dest_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,2022-03-21t20:00:00.000z,2022-03-21 20:00 utc
burnincandle,Cisco 8B,7,0.5,1,0,5,0,0,,0.0,,file_downloads_result.json+high_activity_external_dest_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,a: 157.245.142.66,157.245.142.66;c2 server
burnincandle,DeepSeek V3,1,1.0,1,6,6,0,1,1.0,1.0,high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,10.0.19.14,10.0.19.14
burnincandle,DeepSeek V3,2,1.0,1,5,6,0,1,1.0,0.83,kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,desktop-5qs3d5d,desktop-5qs3d5d
burnincandle,DeepSeek V3,3,1.0,1,4,6,0,1,1.0,0.67,kerberos_clients_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,patrick.zimmerman,patrick.zimmerman
burnincandle,DeepSeek V3,4,0.75,1,3,5,0,1,1.0,0.6,file_downloads_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+high_activity_external_dest_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,157.245.142.66;185.47.40.36;91.193.16.181;antnosience.com;dilimoretast.com;filebin.net;oceriesfornot.top;otectagain.top;seaskysafe.com,antnosience.com;dilimoretast.com;filebin.net;oceriesfornot.top;otectagain.top;seaskysafe.com;situla.bitbit.net;suncoastpinball.com
burnincandle,DeepSeek V3,5,0.75,1,3,6,0,1,1.0,0.5,high_activity_external_dest_result.json+suricata_alerts_result.json+suspicious_domains_result.json,high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,157.245.142.66;188.166.154.118;91.193.16.181,157.245.142.66;160.153.32.99;188.166.154.118;91.193.16.181
burnincandle,DeepSeek V3,6,1.0,1,1,5,1,0,1.0,0.2,suricata_alerts_result.json,file_downloads_result.json+high_activity_external_dest_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,2022-03-21 20:00,2022-03-21 20:00 utc
burnincandle,DeepSeek V3,7,1.0,1,3,5,0,1,1.0,0.6,high_activity_external_dest_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+high_activity_external_dest_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,157.245.142.66;c2 server,157.245.142.66;c2 server
burnincandle,Ollama 3.1:70b,1,1.0,1,6,6,0,1,1.0,1.0,high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,10.0.19.14,10.0.19.14
burnincandle,Ollama 3.1:70b,2,1.0,1,6,6,0,1,0.83,1.0,high_severity_alerts+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,desktop-5qs3d5d,desktop-5qs3d5d
burnincandle,Ollama 3.1:70b,3,1.0,1,1,6,1,0,1.0,0.17,kerberos_clients_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,patrick.zimmerman,patrick.zimmerman
