scenario,provider,question,recall,correct,n_cited,n_retrieved,single_chunk,multi_chunk,citation_precision,citation_efficiency,cited,retrieved,predicted,reference
apr21isc,DeepSeek V3,4,1.0,1,1,6,1,0,1.0,0.17,suricata_alerts_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,2021-03-29 22:00,2021-03-29 22:00 utc
apr21isc,DeepSeek V3,5,1.0,1,1,6,1,0,1.0,0.17,suricata_alerts_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,bazaloader;bazar backdoor,baza
apr21isc,DeepSeek V3,6,0.33,1,2,6,0,1,1.0,0.33,suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,54.184.119.29;8.209.100.246,104.21.74.174;176.111.174.53;184.72.1.208;217.12.218.46;54.184.119.29;8.209.100.246
apr21isc,DeepSeek V3,7,1.0,1,3,6,0,1,1.0,0.5,file_downloads_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,gtmers.xyz;veso2.xyz,gtmers.xyz;veso2.xyz
apr21isc,DeepSeek V3,8,1.0,1,2,6,0,1,1.0,0.33,suricata_alerts_result.json+suspicious_certificates_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,forenzik.kz,forenzik.kz
apr21isc,Ollama 3.1:70b,1,1.0,1,3,6,0,1,1.0,0.5,file_downloads_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,192.168.5.125,192.168.5.125
apr21isc,Ollama 3.1:70b,2,0.0,0,2,6,0,1,1.0,0.33,kerberos_clients_result.json+suricata_alerts_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,(none),laptop-x9naq2eu
apr21isc,Ollama 3.1:70b,3,1.0,1,1,6,1,0,1.0,0.17,kerberos_clients_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,wilmer.coughlin,wilmer.coughlin
apr21isc,Ollama 3.1:70b,4,1.0,1,1,6,1,0,1.0,0.17,suricata_alerts_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,2021-03-29 22:00 utc,2021-03-29 22:00 utc
apr21isc,Ollama 3.1:70b,5,1.0,1,1,6,1,0,1.0,0.17,suricata_alerts_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,bazaloader cnc;bazar backdoor,baza
apr21isc,Ollama 3.1:70b,6,0.33,1,2,6,0,1,1.0,0.33,suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,142.250.138.94;23.47.52.180;54.184.119.29;8.209.100.246,104.21.74.174;176.111.174.53;184.72.1.208;217.12.218.46;54.184.119.29;8.209.100.246
apr21isc,Ollama 3.1:70b,7,1.0,1,2,6,0,1,1.0,0.33,file_downloads_result.json+suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,admin.yougleeindia.in;gtmers.xyz;veso2.xyz,gtmers.xyz;veso2.xyz
apr21isc,Ollama 3.1:70b,8,0.0,0,2,6,0,1,1.0,0.33,suricata_alerts_result.json+suspicious_certificates_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,(none),forenzik.kz
apr21isc,GPT-4,1,1.0,1,4,6,0,1,1.0,0.67,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,192.168.5.125,192.168.5.125
apr21isc,GPT-4,2,1.0,1,1,6,1,0,1.0,0.17,kerberos_clients_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,laptop-x9naq2eu$,laptop-x9naq2eu
apr21isc,GPT-4,3,1.0,1,1,6,1,0,1.0,0.17,kerberos_clients_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,wilmer.coughlin,wilmer.coughlin
apr21isc,GPT-4,4,1.0,1,1,6,1,0,1.0,0.17,suricata_alerts_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,2021-03-29 22:00,2021-03-29 22:00 utc
apr21isc,GPT-4,5,1.0,1,1,6,1,0,1.0,0.17,suricata_alerts_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,bazaloader;bazar backdoor,baza
apr21isc,GPT-4,6,0.17,1,1,6,1,0,1.0,0.17,suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,142.250.138.94;23.47.52.180;8.209.100.246,104.21.74.174;176.111.174.53;184.72.1.208;217.12.218.46;54.184.119.29;8.209.100.246
apr21isc,GPT-4,7,0.5,1,1,6,1,0,1.0,0.17,suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,fonts.gstatic.com;gtmers.xyz;img-prod-cms-rt-microsoft-com.akamaized.net,gtmers.xyz;veso2.xyz
apr21isc,GPT-4,8,1.0,1,1,6,1,0,1.0,0.17,suspicious_certificates_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,forenzik.kz,forenzik.kz
apr21isc,GPT-4o,1,1.0,1,5,6,0,1,0.8,0.83,file_downloads_result.json+file_transfers+kerberos_clients_result.json+kerberos_full_services_result.json+suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,192.168.5.125,192.168.5.125
apr21isc,GPT-4o,2,1.0,1,1,6,1,0,1.0,0.17,kerberos_clients_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,laptop-x9naq2eu$,laptop-x9naq2eu
apr21isc,GPT-4o,3,1.0,1,1,6,1,0,1.0,0.17,kerberos_clients_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,wilmer.coughlin,wilmer.coughlin
apr21isc,GPT-4o,4,1.0,1,1,6,1,0,1.0,0.17,suricata_alerts_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,2021-03-29 22:00,2021-03-29 22:00 utc
apr21isc,GPT-4o,5,1.0,1,1,6,1,0,1.0,0.17,suricata_alerts_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,bazaloader;bazar backdoor,baza
apr21isc,GPT-4o,6,0.17,1,1,6,1,0,1.0,0.17,suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,142.250.138.94;23.47.52.180;8.209.100.246,104.21.74.174;176.111.174.53;184.72.1.208;217.12.218.46;54.184.119.29;8.209.100.246
apr21isc,GPT-4o,7,0.5,1,1,6,1,0,1.0,0.17,suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,fonts.gstatic.com;gtmers.xyz;img-prod-cms-rt-microsoft-com.akamaized.net,gtmers.xyz;veso2.xyz
apr21isc,GPT-4o,8,1.0,1,1,6,1,0,1.0,0.17,suspicious_certificates_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,forenzik.kz,forenzik.kz
apr21isc,GPT-5.2,1,1.0,1,4,6,0,1,1.0,0.67,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,192.168.5.125,192.168.5.125
apr21isc,GPT-5.2,2,1.0,1,1,6,1,0,1.0,0.17,kerberos_clients_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,laptop-x9naq2eu$,laptop-x9naq2eu
apr21isc,GPT-5.2,3,1.0,1,1,6,1,0,1.0,0.17,kerberos_clients_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,wilmer.coughlin,wilmer.coughlin
apr21isc,GPT-5.2,4,1.0,1,1,6,1,0,1.0,0.17,suricata_alerts_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,2021-03-29 22:00,2021-03-29 22:00 utc
apr21isc,GPT-5.2,5,1.0,1,1,6,1,0,1.0,0.17,suricata_alerts_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,bazaloader;bazar backdoor,baza
apr21isc,GPT-5.2,6,0.17,1,1,6,1,0,1.0,0.17,suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,142.250.138.94;23.47.52.180;8.209.100.246,104.21.74.174;176.111.174.53;184.72.1.208;217.12.218.46;54.184.119.29;8.209.100.246
apr21isc,GPT-5.2,7,0.5,1,1,6,1,0,1.0,0.17,suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,fonts.gstatic.com;gtmers.xyz;img-prod-cms-rt-microsoft-com.akamaized.net,gtmers.xyz;veso2.xyz
apr21isc,GPT-5.2,8,1.0,1,1,6,1,0,1.0,0.17,suspicious_certificates_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,forenzik.kz,forenzik.kz
apr21isc,GPT-5-mini,1,1.0,1,5,6,0,1,0.8,0.83,file_downloads_result.json+file_transfers+kerberos_clients_result.json+kerberos_full_services_result.json+suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,192.168.5.125,192.168.5.125
apr21isc,GPT-5-mini,2,1.0,1,1,6,1,0,1.0,0.17,kerberos_clients_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,laptop-x9naq2eu$,laptop-x9naq2eu
apr21isc,GPT-5-mini,3,1.0,1,1,6,1,0,1.0,0.17,kerberos_clients_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,wilmer.coughlin,wilmer.coughlin
apr21isc,GPT-5-mini,4,1.0,1,1,6,1,0,1.0,0.17,suricata_alerts_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,2021-03-29 22:00,2021-03-29 22:00 utc
apr21isc,GPT-5-mini,5,1.0,1,1,6,1,0,1.0,0.17,suricata_alerts_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,bazaloader;bazar backdoor,baza
apr21isc,GPT-5-mini,6,0.17,1,1,6,1,0,1.0,0.17,suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,142.250.138.94;23.47.52.180;8.209.100.246,104.21.74.174;176.111.174.53;184.72.1.208;217.12.218.46;54.184.119.29;8.209.100.246
apr21isc,GPT-5-mini,7,0.5,1,1,6,1,0,1.0,0.17,suspicious_domains_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,fonts.gstatic.com;gtmers.xyz;img-prod-cms-rt-microsoft-com.akamaized.net,gtmers.xyz;veso2.xyz
apr21isc,GPT-5-mini,8,1.0,1,1,6,1,0,1.0,0.17,suspicious_certificates_result.json,file_downloads_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+suricata_alerts_result.json+suspicious_certificates_result.json+suspicious_domains_result.json,forenzik.kz,forenzik.kz
burnincandle,Claude Sonnet 4,1,1.0,1,5,7,0,1,1.0,0.71,high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,10.0.19.14,10.0.19.14
burnincandle,Claude Sonnet 4,2,1.0,1,5,7,0,1,1.0,0.71,kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,desktop-5qs3d5d,desktop-5qs3d5d
burnincandle,Claude Sonnet 4,3,1.0,1,4,7,0,1,1.0,0.57,kerberos_clients_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,patrick.zimmerman,patrick.zimmerman
burnincandle,Claude Sonnet 4,4,0.88,1,4,7,0,1,1.0,0.57,file_downloads_result.json+high_activity_external_dest_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,157.245.142.66;160.153.32.99;185.47.40.36;188.166.154.118;87.238.33.8;91.193.16.181;antnosience.com;dilimoretast.com;filebin.net;oceriesfornot.top;otectagain.top;seaskysafe.com;situla.bitbit.net,antnosience.com;dilimoretast.com;filebin.net;oceriesfornot.top;otectagain.top;seaskysafe.com;situla.bitbit.net;suncoastpinball.com
burnincandle,Claude Sonnet 4,5,1.0,1,4,7,0,1,1.0,0.57,file_downloads_result.json+high_activity_external_dest_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,157.245.142.66;160.153.32.99;185.47.40.36;188.166.154.118;87.238.33.8;91.193.16.181,157.245.142.66;160.153.32.99;188.166.154.118;91.193.16.181
burnincandle,Claude Sonnet 4,6,1.0,1,1,7,1,0,1.0,0.14,suricata_alerts_result.json,file_downloads_result.json+high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,2022-03-21 20:00,2022-03-21 20:00 utc
burnincandle,Claude Sonnet 4,7,1.0,1,4,7,0,1,1.0,0.57,high_activity_external_dest_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,157.245.142.66;c2 server,157.245.142.66;c2 server
burnincandle,Cisco 8B,1,1.0,1,5,7,0,1,1.0,0.71,file_downloads_result.json+high_activity_external_dest_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,10.0.19.14,10.0.19.14
burnincandle,Cisco 8B,2,1.0,1,0,7,0,0,,0.0,,file_downloads_result.json+high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,desktop-5qs3d5d,desktop-5qs3d5d
burnincandle,Cisco 8B,3,1.0,1,0,7,0,0,,0.0,,file_downloads_result.json+high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,patrick.zimmerman,patrick.zimmerman
burnincandle,Cisco 8B,4,0.38,1,0,7,0,0,,0.0,,file_downloads_result.json+high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,10.0.19.14;104.80.96.219;13.107.42.16;13.69.116.104;13.69.239.74;13.89.179.10;13.89.179.9;157.245.142.66;188.166.154.118;91.193.16.181;antnosience.com;filebin.net;situla.bitbit.net,antnosience.com;dilimoretast.com;filebin.net;oceriesfornot.top;otectagain.top;seaskysafe.com;situla.bitbit.net;suncoastpinball.com
burnincandle,Cisco 8B,5,0.75,1,0,7,0,0,,0.0,,file_downloads_result.json+high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,104.80.96.219;157.245.142.66;188.166.154.118;209.197.3.8;23.219.38.10;68.142.107.1;68.142.107.129;91.193.16.181,157.245.142.66;160.153.32.99;188.166.154.118;91.193.16.181
burnincandle,Cisco 8B,6,1.0,1,2,7,0,1,0.0,0.29,alert_timeline_result.json+file_transfers_result.json,file_downloads_result.json+high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,2022-03-21t20:00:00.000z,2022-03-21 20:00 utc
burnincandle,Cisco 8B,7,0.5,1,0,7,0,0,,0.0,,file_downloads_result.json+high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,a (157.245.142.66),157.245.142.66;c2 server
burnincandle,DeepSeek V3,1,1.0,1,6,7,0,1,1.0,0.86,high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,10.0.19.14,10.0.19.14
burnincandle,DeepSeek V3,2,1.0,1,6,7,0,1,1.0,0.86,high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,file_downloads_result.json+high_activity_external_dest_result.json+kerberos_clients_result.json+kerberos_full_services_result.json+kerberos_hostnames_result.json+suricata_alerts_result.json+suspicious_domains_result.json,desktop-5qs3d5d,desktop-5qs3d5d
